"No.","Time","AbsTime","Source","Destination","Protocol","Length","Info"
"4098","49.425322807","12:27:25.844087393","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=5786 Ack=87193 Win=8326 Len=10 TSval=457993 TSecr=1542873718"
"4107","49.525306940","12:27:25.944071526","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=5796 Ack=87316 Win=8326 Len=10 TSval=458002 TSecr=1542873742"
"4118","49.625266804","12:27:26.044031390","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=5816 Ack=87903 Win=8326 Len=10 TSval=458011 TSecr=1542873846"
"4125","49.725306758","12:27:26.144071344","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=5826 Ack=88022 Win=8326 Len=10 TSval=458020 TSecr=1542873942"
"4132","49.825456866","12:27:26.244221452","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=5836 Ack=88144 Win=8326 Len=10 TSval=458029 TSecr=1542874042"
"4139","49.925323052","12:27:26.344087638","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=5846 Ack=88271 Win=8326 Len=10 TSval=458038 TSecr=1542874145"
"4146","50.025308737","12:27:26.444073323","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=5856 Ack=88394 Win=8326 Len=10 TSval=458047 TSecr=1542874242"
"4153","50.125248591","12:27:26.544013177","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=5866 Ack=88510 Win=8326 Len=10 TSval=458056 TSecr=1542874342"
"4160","50.225301923","12:27:26.644066509","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=5876 Ack=88628 Win=8326 Len=10 TSval=458065 TSecr=1542874442"
"4167","50.325329562","12:27:26.744094148","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=5886 Ack=88748 Win=8326 Len=10 TSval=458074 TSecr=1542874542"
"4180","50.425302071","12:27:26.844066657","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=5896 Ack=88870 Win=8326 Len=10 TSval=458083 TSecr=1542874642"
"4189","50.525277106","12:27:26.944041692","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=5906 Ack=88993 Win=8326 Len=10 TSval=458092 TSecr=1542874742"
"4200","50.625315387","12:27:27.044079973","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=5926 Ack=89580 Win=8326 Len=10 TSval=458101 TSecr=1542874843"
"4207","50.725280147","12:27:27.144044733","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=5936 Ack=89699 Win=8326 Len=10 TSval=458110 TSecr=1542874945"
"4214","50.825439788","12:27:27.244204374","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=5946 Ack=89821 Win=8326 Len=10 TSval=458119 TSecr=1542875042"
"4221","50.925412601","12:27:27.344177187","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=5956 Ack=89948 Win=8326 Len=10 TSval=458128 TSecr=1542875142"
"4230","51.025839724","12:27:27.444604310","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=5979 Ack=90252 Win=8326 Len=10 TSval=458137 TSecr=1542875268"
"4237","51.125304612","12:27:27.544069198","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=5989 Ack=90368 Win=8326 Len=10 TSval=458146 TSecr=1542875343"
"4244","51.225239259","12:27:27.644003845","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=5999 Ack=90486 Win=8326 Len=10 TSval=458155 TSecr=1542875442"
"4251","51.325352377","12:27:27.744116963","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6009 Ack=90606 Win=8326 Len=10 TSval=458164 TSecr=1542875542"
"4264","51.425315250","12:27:27.844079836","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6019 Ack=90728 Win=8326 Len=10 TSval=458173 TSecr=1542875642"
"4273","51.525314947","12:27:27.944079533","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6029 Ack=90851 Win=8326 Len=10 TSval=458182 TSecr=1542875742"
"4284","51.625300036","12:27:28.044064622","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6049 Ack=91438 Win=8326 Len=10 TSval=458191 TSecr=1542875845"
"4291","51.725300219","12:27:28.144064805","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6059 Ack=91557 Win=8326 Len=10 TSval=458200 TSecr=1542875942"
"4298","51.825388252","12:27:28.244152838","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6069 Ack=91679 Win=8326 Len=10 TSval=458209 TSecr=1542876042"
"4305","51.925311222","12:27:28.344075808","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6079 Ack=91806 Win=8326 Len=10 TSval=458218 TSecr=1542876142"
"4312","52.025311949","12:27:28.444076535","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6089 Ack=91929 Win=8326 Len=10 TSval=458227 TSecr=1542876242"
"4319","52.125299233","12:27:28.544063819","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6099 Ack=92045 Win=8326 Len=10 TSval=458236 TSecr=1542876343"
"4326","52.225302023","12:27:28.644066609","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6109 Ack=92163 Win=8326 Len=10 TSval=458244 TSecr=1542876442"
"4333","52.325349901","12:27:28.744114487","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6119 Ack=92283 Win=8326 Len=10 TSval=458254 TSecr=1542876542"
"4346","52.425295740","12:27:28.844060326","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6129 Ack=92405 Win=8326 Len=10 TSval=458263 TSecr=1542876642"
"4355","52.525246737","12:27:28.944011323","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6139 Ack=92528 Win=8326 Len=10 TSval=458272 TSecr=1542876742"
"4366","52.625282525","12:27:29.044047111","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6159 Ack=93115 Win=8326 Len=10 TSval=458281 TSecr=1542876846"
"4373","52.725289414","12:27:29.144054000","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6169 Ack=93234 Win=8326 Len=10 TSval=458290 TSecr=1542876942"
"4380","52.825296334","12:27:29.244060920","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6179 Ack=93356 Win=8326 Len=10 TSval=458299 TSecr=1542877042"
"4387","52.925321353","12:27:29.344085939","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6189 Ack=93483 Win=8326 Len=10 TSval=458308 TSecr=1542877142"
"4396","53.025278897","12:27:29.444043483","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6212 Ack=93787 Win=8326 Len=10 TSval=458317 TSecr=1542877270"
"4403","53.125361585","12:27:29.544126171","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6222 Ack=93903 Win=8326 Len=10 TSval=458326 TSecr=1542877342"
"4410","53.225289494","12:27:29.644054080","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6232 Ack=94021 Win=8326 Len=10 TSval=458335 TSecr=1542877442"
"4417","53.325306981","12:27:29.744071567","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6242 Ack=94141 Win=8326 Len=10 TSval=458344 TSecr=1542877542"
"4429","53.425306991","12:27:29.844071577","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6252 Ack=94263 Win=8326 Len=10 TSval=458353 TSecr=1542877642"
"4439","53.525284008","12:27:29.944048594","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6262 Ack=94390 Win=8326 Len=10 TSval=458362 TSecr=1542877742"
"4449","53.625286754","12:27:30.044051340","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6282 Ack=94985 Win=8326 Len=10 TSval=458371 TSecr=1542877846"
"4456","53.725291293","12:27:30.144055879","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6292 Ack=95112 Win=8326 Len=10 TSval=458380 TSecr=1542877942"
"4463","53.825319465","12:27:30.244084051","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6302 Ack=95246 Win=8326 Len=10 TSval=458389 TSecr=1542878042"
"4470","53.925360691","12:27:30.344125277","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6312 Ack=95389 Win=8326 Len=10 TSval=458398 TSecr=1542878142"
"4477","54.025283739","12:27:30.444048325","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6322 Ack=95531 Win=8326 Len=10 TSval=458407 TSecr=1542878242"
"4484","54.125280229","12:27:30.544044815","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6332 Ack=95671 Win=8326 Len=10 TSval=458416 TSecr=1542878342"
"4491","54.225280582","12:27:30.644045168","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6342 Ack=95812 Win=8326 Len=10 TSval=458425 TSecr=1542878442"
"4498","54.325264866","12:27:30.744029452","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6352 Ack=95956 Win=8326 Len=10 TSval=458434 TSecr=1542878542"
"4511","54.425331129","12:27:30.844095715","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6362 Ack=96103 Win=8326 Len=10 TSval=458443 TSecr=1542878642"
"4520","54.525287835","12:27:30.944052421","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6372 Ack=96252 Win=8326 Len=10 TSval=458452 TSecr=1542878742"
"4531","54.625315178","12:27:31.044079764","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6392 Ack=96864 Win=8326 Len=10 TSval=458461 TSecr=1542878846"
"4538","54.725245022","12:27:31.144009608","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6402 Ack=97007 Win=8326 Len=10 TSval=458470 TSecr=1542878942"
"4545","54.825332273","12:27:31.244096859","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6412 Ack=97154 Win=8326 Len=10 TSval=458479 TSecr=1542879042"
"4552","54.925336968","12:27:31.344101554","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6422 Ack=97305 Win=8326 Len=10 TSval=458488 TSecr=1542879142"
"4561","55.025289272","12:27:31.444053858","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6445 Ack=97633 Win=8326 Len=10 TSval=458497 TSecr=1542879275"
"4568","55.125264804","12:27:31.544029390","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6455 Ack=97776 Win=8326 Len=10 TSval=458506 TSecr=1542879342"
"4575","55.225278337","12:27:31.644042923","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6465 Ack=97920 Win=8326 Len=10 TSval=458515 TSecr=1542879442"
"4582","55.325311044","12:27:31.744075630","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6475 Ack=98064 Win=8326 Len=10 TSval=458524 TSecr=1542879542"
"4595","55.425290659","12:27:31.844055245","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6485 Ack=98211 Win=8326 Len=10 TSval=458533 TSecr=1542879642"
"4604","55.525274230","12:27:31.944038816","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6495 Ack=98359 Win=8326 Len=10 TSval=458542 TSecr=1542879742"
"4615","55.625278240","12:27:32.044042826","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6515 Ack=98971 Win=8326 Len=10 TSval=458551 TSecr=1542879846"
"4622","55.725281158","12:27:32.144045744","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6525 Ack=99113 Win=8326 Len=10 TSval=458560 TSecr=1542879942"
"4629","55.825306032","12:27:32.244070618","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6535 Ack=99259 Win=8326 Len=10 TSval=458569 TSecr=1542880042"
"4636","55.925308301","12:27:32.344072887","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6545 Ack=99409 Win=8326 Len=10 TSval=458578 TSecr=1542880142"
"4643","56.025378945","12:27:32.444143531","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6555 Ack=99555 Win=8326 Len=10 TSval=458587 TSecr=1542880242"
"4650","56.125312534","12:27:32.544077120","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6565 Ack=99697 Win=8326 Len=10 TSval=458596 TSecr=1542880342"
"4657","56.225265073","12:27:32.644029659","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6575 Ack=99838 Win=8326 Len=10 TSval=458605 TSecr=1542880442"
"4664","56.325306026","12:27:32.744070612","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6585 Ack=99981 Win=8326 Len=10 TSval=458614 TSecr=1542880542"
"4677","56.425302742","12:27:32.844067328","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6595 Ack=100127 Win=8326 Len=10 TSval=458623 TSecr=1542880642"
"4686","56.525275792","12:27:32.944040378","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6605 Ack=100275 Win=8326 Len=10 TSval=458632 TSecr=1542880742"
"4697","56.625242259","12:27:33.044006845","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6625 Ack=100886 Win=8326 Len=10 TSval=458641 TSecr=1542880846"
"4704","56.725274133","12:27:33.144038719","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6635 Ack=101028 Win=8326 Len=10 TSval=458650 TSecr=1542880942"
"4711","56.825302436","12:27:33.244067022","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6645 Ack=101174 Win=8326 Len=10 TSval=458659 TSecr=1542881042"
"4718","56.925296192","12:27:33.344060778","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6655 Ack=101324 Win=8326 Len=10 TSval=458668 TSecr=1542881142"
"4727","57.025283723","12:27:33.444048309","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6678 Ack=101651 Win=8326 Len=10 TSval=458676 TSecr=1542881312"
"4734","57.125283774","12:27:33.544048360","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6688 Ack=101793 Win=8326 Len=10 TSval=458686 TSecr=1542881342"
"4741","57.225240307","12:27:33.644004893","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6698 Ack=101936 Win=8326 Len=10 TSval=458695 TSecr=1542881442"
"4748","57.325281076","12:27:33.744045662","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6708 Ack=102079 Win=8326 Len=10 TSval=458704 TSecr=1542881542"
"4761","57.425257533","12:27:33.844022119","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6718 Ack=102225 Win=8326 Len=10 TSval=458713 TSecr=1542881642"
"4770","57.525264074","12:27:33.944028660","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6728 Ack=102373 Win=8326 Len=10 TSval=458722 TSecr=1542881742"
"4781","57.625270557","12:27:34.044035143","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6748 Ack=102984 Win=8326 Len=10 TSval=458731 TSecr=1542881846"
"4788","57.725252521","12:27:34.144017107","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6758 Ack=103126 Win=8326 Len=10 TSval=458740 TSecr=1542881942"
"4795","57.825241150","12:27:34.244005736","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6768 Ack=103272 Win=8326 Len=10 TSval=458749 TSecr=1542882042"
"4802","57.925263066","12:27:34.344027652","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6778 Ack=103422 Win=8326 Len=10 TSval=458758 TSecr=1542882142"
"4809","58.025332965","12:27:34.444097551","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6788 Ack=103568 Win=8326 Len=10 TSval=458767 TSecr=1542882242"
"4816","58.125266336","12:27:34.544030922","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6798 Ack=103710 Win=8326 Len=10 TSval=458776 TSecr=1542882333"
"4823","58.225244406","12:27:34.644008992","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6808 Ack=103853 Win=8326 Len=10 TSval=458785 TSecr=1542882442"
"4830","58.325266019","12:27:34.744030605","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6818 Ack=103996 Win=8326 Len=10 TSval=458794 TSecr=1542882534"
"4843","58.425320111","12:27:34.844084697","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6828 Ack=104142 Win=8326 Len=10 TSval=458803 TSecr=1542882642"
"4852","58.525296958","12:27:34.944061544","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6838 Ack=104290 Win=8326 Len=10 TSval=458812 TSecr=1542882735"
"4863","58.625282407","12:27:35.044046993","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6858 Ack=104901 Win=8326 Len=10 TSval=458821 TSecr=1542882846"
"4870","58.725274114","12:27:35.144038700","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6868 Ack=105043 Win=8326 Len=10 TSval=458830 TSecr=1542882937"
"4877","58.825292969","12:27:35.244057555","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6878 Ack=105189 Win=8326 Len=10 TSval=458839 TSecr=1542883038"
"4884","58.925290003","12:27:35.344054589","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6888 Ack=105337 Win=8326 Len=10 TSval=458848 TSecr=1542883142"
"4893","59.025309243","12:27:35.444073829","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6911 Ack=105664 Win=8326 Len=10 TSval=458857 TSecr=1542883313"
"4900","59.125243262","12:27:35.544007848","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6921 Ack=105806 Win=8326 Len=10 TSval=458866 TSecr=1542883328"
"4906","59.225203290","12:27:35.643967876","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6931 Ack=105949 Win=8326 Len=10 TSval=458874 TSecr=1542883441"
"4912","59.325298027","12:27:35.744062613","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6941 Ack=106092 Win=8326 Len=10 TSval=458884 TSecr=1542883541"
"4919","59.425302966","12:27:35.844067552","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6951 Ack=106238 Win=8326 Len=10 TSval=458893 TSecr=1542883642"
"4934","59.525299560","12:27:35.944064146","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6961 Ack=106386 Win=8326 Len=10 TSval=458902 TSecr=1542883742"
"4943","59.625300723","12:27:36.044065309","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6981 Ack=106997 Win=8326 Len=10 TSval=458911 TSecr=1542883844"
"4952","59.725287942","12:27:36.144052528","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=6991 Ack=107139 Win=8326 Len=10 TSval=458920 TSecr=1542883942"
"4959","59.825287529","12:27:36.244052115","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=7001 Ack=107285 Win=8326 Len=10 TSval=458929 TSecr=1542884034"
"4966","59.925304157","12:27:36.344068743","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=7011 Ack=107434 Win=8326 Len=10 TSval=458938 TSecr=1542884142"
"4973","60.025310477","12:27:36.444075063","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=7021 Ack=107580 Win=8326 Len=10 TSval=458947 TSecr=1542884235"
"4980","60.125348008","12:27:36.544112594","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=7031 Ack=107722 Win=8326 Len=10 TSval=458956 TSecr=1542884336"
"4987","60.225269101","12:27:36.644033687","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=7041 Ack=107865 Win=8326 Len=10 TSval=458964 TSecr=1542884442"
"4994","60.325302654","12:27:36.744067240","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=7051 Ack=108008 Win=8326 Len=10 TSval=458974 TSecr=1542884537"
"5001","60.425300394","12:27:36.844064980","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=7061 Ack=108153 Win=8326 Len=10 TSval=458983 TSecr=1542884642"
"5016","60.525315212","12:27:36.944079798","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=7071 Ack=108301 Win=8326 Len=10 TSval=458992 TSecr=1542884739"
"5025","60.625213957","12:27:37.043978543","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=7091 Ack=108912 Win=8326 Len=10 TSval=459001 TSecr=1542884845"
"5034","60.725284865","12:27:37.144049451","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=7101 Ack=109054 Win=8326 Len=10 TSval=459010 TSecr=1542884940"
"5041","60.825211512","12:27:37.243976098","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=7111 Ack=109200 Win=8326 Len=10 TSval=459019 TSecr=1542885041"
"5048","60.925374141","12:27:37.344138727","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=7121 Ack=109350 Win=8326 Len=10 TSval=459028 TSecr=1542885142"
"5057","61.025364482","12:27:37.444129068","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=7144 Ack=109677 Win=8326 Len=10 TSval=459037 TSecr=1542885313"
"5064","61.125356527","12:27:37.544121113","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=7154 Ack=109819 Win=8326 Len=10 TSval=459046 TSecr=1542885342"
"5071","61.225294844","12:27:37.644059430","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=7164 Ack=109962 Win=8326 Len=10 TSval=459054 TSecr=1542885442"
"5078","61.325294248","12:27:37.744058834","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=7174 Ack=110105 Win=8326 Len=10 TSval=459064 TSecr=1542885542"
"5085","61.425300634","12:27:37.844065220","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=7184 Ack=110251 Win=8326 Len=10 TSval=459073 TSecr=1542885642"
"5100","61.525286721","12:27:37.944051307","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=7194 Ack=110399 Win=8326 Len=10 TSval=459082 TSecr=1542885742"
"5109","61.625294190","12:27:38.044058776","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=7214 Ack=111010 Win=8326 Len=10 TSval=459091 TSecr=1542885843"
"5118","61.725263650","12:27:38.144028236","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=7224 Ack=111152 Win=8326 Len=10 TSval=459100 TSecr=1542885942"
"5125","61.825301816","12:27:38.244066402","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=7234 Ack=111298 Win=8326 Len=10 TSval=459109 TSecr=1542886042"
"5132","61.925306572","12:27:38.344071158","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=7244 Ack=111448 Win=8326 Len=10 TSval=459118 TSecr=1542886142"
"5139","62.025276562","12:27:38.444041148","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=7254 Ack=111594 Win=8326 Len=10 TSval=459127 TSecr=1542886242"
"5146","62.125290930","12:27:38.544055516","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=7264 Ack=111736 Win=8326 Len=10 TSval=459136 TSecr=1542886342"
"5153","62.225294822","12:27:38.644059408","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=7274 Ack=111879 Win=8326 Len=10 TSval=459144 TSecr=1542886442"
"5160","62.325290762","12:27:38.744055348","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=7284 Ack=112022 Win=8326 Len=10 TSval=459153 TSecr=1542886542"
"5167","62.425292934","12:27:38.844057520","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=7294 Ack=112168 Win=8326 Len=10 TSval=459162 TSecr=1542886642"
"5182","62.525273241","12:27:38.944037827","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=7304 Ack=112314 Win=8326 Len=10 TSval=459171 TSecr=1542886742"
"5191","62.625290303","12:27:39.044054889","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=7324 Ack=112929 Win=8326 Len=10 TSval=459180 TSecr=1542886843"
"5200","62.725266584","12:27:39.144031170","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=7334 Ack=113073 Win=8326 Len=10 TSval=459189 TSecr=1542886942"
"5207","62.825297850","12:27:39.244062436","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=7344 Ack=113215 Win=8326 Len=10 TSval=459198 TSecr=1542887042"
"5214","62.925292581","12:27:39.344057167","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=7354 Ack=113361 Win=8326 Len=10 TSval=459207 TSecr=1542887142"
